This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"6022475","FORT FRANCES",-93.4167,48.6167,343,"EC","152154"
"6022476","FORT FRANCES",-93.4333,48.6500,342,"EC","152155"
"6025203","MINE CENTRE",-92.6167,48.7667,2636,"EC","152159"
"6027825","SLEEMAN",-94.4167,48.7167,335,"EC","152164"
"6028125","STRATTON",-94.0500,48.7833,2628,"EC","152165"
"602K300","EMO RADBOURN",-93.8333,48.6833,350,"EC","152170"
"6032117","DRYDEN",-92.8333,49.7833,2615,"EC","152172"
"6034077","KENORA TCPL",-94.4833,49.7833,2625,"EC","152183"
"6035002","MARTIN TCPL",-91.2333,49.2833,2628,"EC","152186"
"6036904","RAWSON LAKE",-93.7167,49.6500,2623,"EC","152188"
"6039136","VERMILION BA",-93.6333,49.8333,2626,"EC","152196"
"6040020","ABITIBI CAMP",-89.3667,49.3500,2620,"EC","152202"
"6040572","BEARDMORE",-87.9500,49.6167,2618,"EC","152209"
"6041109","CAMERON FALL",-88.3500,49.1500,2633,"EC","152214"
"6042067","DORION TCPL",-88.5167,48.8167,2635,"EC","152222"
"6042MJ7","FLINT",-89.6833,48.3500,2650,"EC","152228"
"6044903","MANITOUWADGE",-85.8000,49.1500,2623,"EC","152247"
"6045541","MYRT LAKE",-90.7167,48.4667,2618,"EC","152250"
"6046856","RAITH TCPL 6",-89.8667,48.7333,2628,"EC","152267"
"6048230","TERRACE BAY",-87.1000,48.8000,2648,"EC","152277"
"6049098","UPSALA TCPL",-90.5167,49.0333,2632,"EC","152291"
"6049466","WHITEFISH LA",-89.9167,48.2833,2643,"EC","152294"
"604HBFA","THUNDER BAY",-89.2333,48.4000,2652,"EC","152298"
"6053463","HIGH FALLS",-84.7167,47.9167,2668,"EC","152314"
"6055210","MISSISSAGI O",-83.3833,46.4333,2682,"EC","152322"
"6055302","MONTREAL FAL",-84.4333,47.2667,2670,"EC","152324"
"6057590","SAULT STE MA",-84.3333,46.5333,212,"EC","152332"
"6059409","WAWA",-84.8000,48.0000,2653,"EC","152342"
"6060070","AGNEW MINE",-81.6167,46.4333,2672,"EC","152346"
"6064460","LIVELY",-81.1500,46.4333,2656,"EC","152359"
"6065250","MONETVILLE",-80.3000,46.1500,2667,"EC","152366"
"6066873","RAMSAY",-82.3333,47.4500,2643,"EC","152367"
"6068980","TURBINE",-81.5667,46.3833,2675,"EC","152376"
"6071712","COCHRANE",-81.0333,49.0667,2610,"EC","152383"
"6072225","EARLTON A",-79.8500,47.7000,2632,"EC","152387"
"6073840","ISLAND FALLS",-81.3667,49.5833,2610,"EC","152396"
"6073960","KAPUSKASING",-82.4333,49.4000,2608,"EC","152397"
"6074209","KIRKLAND LAK",-80.0000,48.1500,2628,"EC","152401"
"6075024","MATTICE TCPL",-83.1667,49.6000,2612,"EC","152407"
"6076540","PINARD",-81.6000,49.8500,2603,"EC","152415"
"6076572","PORCUPINE ON",-81.2667,48.4667,2628,"EC","152416"
"6081928","CRYSTAL FALL",-79.8667,46.4500,2665,"EC","152434"
"6082612","FRENCH R CHA",-80.0167,46.1333,2671,"EC","152437"
"6084307","LAKE TRAVERS",-78.0667,45.9500,2670,"EC","152440"
"6084770","MADAWASKA",-77.9833,45.5000,2676,"EC","152441"
"6085682","NORTH BAY",-79.4667,46.3167,2666,"EC","152443"
"608A06G","CACHE BAY",-80.0167,46.3833,198,"EC","152451"
"6092915","GORE BAY",-82.4667,45.9167,2681,"EC","152453"
"6092925","GORE BAY A",-82.5667,45.8833,2685,"EC","152454"
"6097915","SOUTH BAYMOU",-82.0167,45.5833,2696,"EC","152463"
"6100345","ARNPRIOR GRA",-76.3667,45.4167,2665,"EC","152473"
"6100398","AVONMORE",-74.9667,45.1667,2676,"EC","152477"
"6100558","BARRY'S BAY",-77.6667,45.4333,2678,"EC","152480"
"6100971","BROCKVILLE P",-75.6667,44.6000,96,"EC","152485"
"6101265","CATARAQUI TS",-76.6167,44.3667,2697,"EC","152491"
"6101335","CHALK RIVER",-77.3667,46.0500,2665,"EC","152492"
"6101440","CHATS FALLS",-76.2333,45.4667,2680,"EC","152493"
"6101494","CHENAUX",-76.6833,45.5833,2671,"EC","152494"
"6101500","CHESTERVILLE",-75.2333,45.1000,2680,"EC","152495"
"6101820","COMBERMERE",-77.6167,45.3667,2676,"EC","152501"
"6101874","CORNWALL",-74.7500,45.0167,64,"EC","152504"
"6101901","CORNWALL ONT",-74.8000,45.0333,76,"EC","152508"
"6101958","DALHOUSIE MI",-74.4667,45.3167,2672,"EC","152514"
"6102808","GLENBURNIE",-76.5000,44.3333,2696,"EC","152528"
"6102832","GLEN GORDON",-74.5333,45.1667,2681,"EC","152529"
"6103367","HARTINGTON I",-76.6833,44.4333,2696,"EC","152539"
"6104025","KEMPTVILLE",-75.6333,45.0000,2683,"EC","152542"
"6104175","KINGSTON PUM",-76.4833,44.2500,2706,"EC","152551"
"6104725","LYNDHURST SH",-76.0833,44.5167,2696,"EC","152560"
"6104882","MALLORYTOWN",-75.8667,44.4500,84,"EC","152564"
"6105460","MORRISBURG",-75.1833,44.9167,82,"EC","152574"
"6106090","OTTAWA NRC",-75.6167,45.4500,2671,"EC","152602"
"6106400","PETAWAWA NAT",-77.4333,45.9833,2660,"EC","152614"
"6107002","RENFREW",-76.7000,45.4833,2672,"EC","152619"
"6107184","ROLPHTON NPD",-77.6667,46.1833,2667,"EC","152636"
"6107247","RUSSELL",-75.3667,45.2667,2678,"EC","152637"
"6107835","SMITHS FALLS",-76.0000,44.9000,2688,"EC","152645"
"6107955","SOUTH MOUNTA",-75.4833,44.9667,2682,"EC","152647"
"6110218","ALLISTON NEL",-79.8667,44.1500,2706,"EC","152665"
"6110557","BARRIE WPCC",-79.6833,44.3833,2702,"EC","152674"
"6110606","BEATRICE 2",-79.4000,45.1333,2682,"EC","152676"
"6110663","BEETON GRAHA",-79.7833,44.0833,2702,"EC","152682"
"6111045","BURKS FALLS",-79.5667,45.6000,2676,"EC","152694"
"6111467","CHATSWORTH",-80.9000,44.4000,2702,"EC","152699"
"6111769","COLDWATER WA",-79.5333,44.6333,2688,"EC","152702"
"6111859","COOKSTOWN",-79.7000,44.2000,2696,"EC","152708"
"6112072","DORSET MOE",-78.9333,45.2167,2681,"EC","152711"
"6112133","DUNCHURCH",-79.8833,45.6167,2678,"EC","152712"
"6112171","DURHAM",-80.8167,44.1833,2697,"EC","152713"
"6112340","ESSA ONT HYD",-79.8167,44.3500,2702,"EC","152716"
"6112778","GILFORD",-79.5667,44.2000,2697,"EC","152720"
"6113329","HANOVER",-81.0000,44.1167,2704,"EC","152723"
"6113490","HONEY HBR BE",-79.8667,44.8500,2696,"EC","152727"
"6113663","HUNTSVILLE W",-79.1667,45.3500,2683,"EC","152731"
"6115059","MEAFORD WILL",-80.6333,44.6167,2706,"EC","152745"
"6115099","MIDHURST",-79.7667,44.4500,2701,"EC","152746"
"6115127","MIDLAND WATE",-79.8833,44.7500,2701,"EC","152747"
"6115150","MILFORD BAY",-79.4833,45.1000,2686,"EC","152749"
"6116132","OWEN SOUND M",-80.9333,44.5833,2714,"EC","152762"
"6116255","PARRY SOUND",-80.0500,45.3500,2687,"EC","152764"
"6116702","POWASSAN",-79.2500,46.1167,2662,"EC","152772"
"6116750","PROTON STATI",-80.5167,44.1667,2686,"EC","152776"
"6116902","RAVENSHOE",-79.4000,44.2167,2696,"EC","152780"
"6117684","SHANTY BAY",-79.6333,44.4000,2696,"EC","152787"
"6117957","SOUTH RIVER",-79.3833,45.8333,2666,"EC","152791"
"6119115","UTTERSON ONT",-79.3500,45.2000,2683,"EC","152808"
"611C001","GRAVENHURST",-79.4000,44.9167,2686,"EC","152824"
"611HBEC","THORNBURY SL",-80.4833,44.5667,2706,"EC","152828"
"6121025","BRUCEFIELD",-81.5500,43.5500,2709,"EC","152837"
"6121969","DASHWOOD",-81.6167,43.3667,2711,"EC","152848"
"61219J1","COURTRIGHT",-82.4500,42.7667,186,"EC","152849"
"6123672","HURON PARK",-81.5000,43.3167,2713,"EC","152868"
"6124700","LUCKNOW",-81.5000,43.9500,2706,"EC","152872"
"6126210","PAISLEY",-81.3667,44.2667,2704,"EC","152879"
"6126499","PETROLIA TOW",-82.1667,42.8833,2719,"EC","152882"
"6126552","PINERY",-81.8500,43.2500,2722,"EC","152883"
"6127418","SALTFORD",-81.6833,43.7500,2714,"EC","152886"
"6127514","SARNIA AIRPO",-82.3000,43.0000,2719,"EC","152888"
"6127887","SOUTHAMPTON",-81.3667,44.5000,2716,"EC","152894"
"6128320","TOBERMORY",-81.6667,45.2500,2707,"EC","152900"
"6131982","DELHI CDA",-80.5500,42.8667,2718,"EC","152928"
"6132090","DRESDEN",-82.1833,42.5833,2715,"EC","152930"
"6132148","DUNNVILLE PU",-79.6167,42.8333,2726,"EC","152933"
"6132470","FORT ERIE",-78.9667,42.8833,2729,"EC","152940"
"6133047","GRIMSBY",-79.5667,43.2000,2730,"EC","152942"
"6133121","HAGERSVILLE",-80.0833,42.9333,2718,"EC","152949"
"6133360","HARROW CDA",-82.9000,42.0333,2725,"EC","152950"
"6135583","NEW GLASGOW",-81.6333,42.5167,2723,"EC","152963"
"6135638","NIAGARA FALL",-79.0833,43.1333,183,"EC","152964"
"6135657","NIAGARA FALL",-79.0500,43.1333,175,"EC","152966"
"6136606","PORT COLBORN",-79.2500,42.8833,2727,"EC","152976"
"6136626","PORT DALHOUS",-79.2667,43.1833,2730,"EC","152979"
"6136628","PORT DALHOUS",-79.2833,43.2000,87,"EC","152980"
"6136643","PORT DOVER",-80.2167,42.7833,2723,"EC","152981"
"6136694","PORT STANLEY",-81.2167,42.6667,2720,"EC","152982"
"6137147","RIDGETOWN",-81.8833,42.4500,2723,"EC","152987"
"6137161","RIDGEVILLE",-79.3333,43.0500,2719,"EC","152990"
"6137306","ST CATHARINE",-79.2500,43.1167,2726,"EC","152996"
"6137362","ST THOMAS WP",-81.2000,42.7667,2723,"EC","152999"
"6137399","ST WILLIAMS",-80.4500,42.7000,2723,"EC","153000"
"6139142","VINELAND BAL",-79.3833,43.1333,2726,"EC","153017"
"6139143","VINELAND RIT",-79.4167,43.1667,2730,"EC","153018"
"6139145","VINELAND STA",-79.4000,43.1833,2733,"EC","153019"
"6139265","WALLACEBURG",-82.4000,42.5833,2723,"EC","153023"
"6139533","WINDSOR FORD",-83.0167,42.3333,175,"EC","153035"
"6139600","WOODSLEE CDA",-82.7333,42.2167,2723,"EC","153039"
"613FN58","POINT PELEE",-82.5167,41.9500,2725,"EC","153043"
"6140954","BRANTFORD MO",-80.2333,43.1333,2715,"EC","153056"
"6141095","CAMBRIDGE GA",-80.3167,43.3333,2715,"EC","153061"
"6141919","CROMARTY",-81.3333,43.4167,2697,"EC","153068"
"6141933","CULLODEN EAS",-80.8500,42.8833,2709,"EC","153069"
"6142285","ELORA RESEAR",-80.4167,43.6500,2696,"EC","153078"
"6142400","FERGUS SHAND",-80.3333,43.7333,2696,"EC","153083"
"6142420","FOLDENS",-80.7833,43.0167,2709,"EC","153085"
"6142798","GLANWORTH CF",-81.2000,42.8833,2713,"EC","153087"
"6142803","GLEN ALLAN",-80.7167,43.6833,2697,"EC","153088"
"6142991","GRAND VALLEY",-80.3333,43.8833,2694,"EC","153091"
"6143069","GUELPH ARBOR",-80.2167,43.5500,2704,"EC","153095"
"6143465","HILLSBURGH",-80.1667,43.7667,2696,"EC","153102"
"6143722","ILDERTON BEA",-81.4333,43.0500,2713,"EC","153104"
"6145267","MONTICELLO",-80.4000,43.9667,2686,"EC","153126"
"6145503","MOUNT FOREST",-80.7500,43.9833,2694,"EC","153131"
"6146711","PRESTON",-80.4167,43.4000,2707,"EC","153140"
"6147188","ROSEVILLE",-80.4667,43.3500,2704,"EC","153146"
"6147693","SHELBURNE WP",-80.1833,44.0833,2690,"EC","153152"
"6148105","STRATFORD MO",-81.0000,43.3667,2706,"EC","153154"
"6148120","STRATHROY",-81.6500,42.9500,2718,"EC","153156"
"6149205","WALDEMAR",-80.2833,43.8833,2691,"EC","153161"
"6149387","WATERLOO WEL",-80.3833,43.4500,2704,"EC","153164"
"6149455","WESTMINSTER",-81.2167,42.9167,2713,"EC","153168"
"6149625","WOODSTOCK",-80.7667,43.1333,2713,"EC","153169"
"6150103","ALBION FIELD",-79.8333,43.9167,2706,"EC","153179"
"6150689","BELLEVILLE",-77.4000,44.1500,2709,"EC","153188"
"6150825","BOLTON SPS",-79.7333,43.8833,2715,"EC","153194"
"6150830","BOWMANVILLE",-78.6667,43.9167,2716,"EC","153196"
"6150863","BRADFORD MUC",-79.6000,44.0333,2702,"EC","153200"
"6150867","BRADFORD SPR",-79.6167,44.0333,2709,"EC","153203"
"6150916","BRAMPTON MOE",-79.7000,43.6667,2713,"EC","153207"
"6151042","BURKETON MCL",-78.8000,44.0333,2697,"EC","153212"
"6151064","BURLINGTON T",-79.8333,43.3333,2727,"EC","153219"
"6151689","COBOURG STP",-78.1833,43.9667,2718,"EC","153241"
"6151866","COPETOWN",-80.1167,43.2500,2715,"EC","153247"
"61519JM","CRESSY",-76.8500,44.1000,2706,"EC","153250"
"6152695","GEORGETOWN W",-79.8833,43.6333,2714,"EC","153260"
"6152953","GORMLEY ARDE",-79.3833,43.8667,2712,"EC","153265"
"6153290","HAMILTON MUN",-79.7667,43.2500,2733,"EC","153272"
"6153298","HAMILTON PSY",-79.9000,43.2333,2722,"EC","153273"
"6153300","HAMILTON RBG",-79.8833,43.2833,2727,"EC","153274"
"6154142","KING SMOKE T",-79.5167,44.0167,2696,"EC","153293"
"6154310","LAKEVIEW MOE",-79.5667,43.5667,2733,"EC","153295"
"6154995","MARMORA",-77.7000,44.4833,2696,"EC","153309"
"6155097","MIDDLEPORT T",-80.0333,43.1167,2719,"EC","153312"
"6155183","MILLGROVE",-79.9667,43.3167,2714,"EC","153315"
"6155187","MILTON KELSO",-79.9500,43.5000,2709,"EC","153316"
"6155790","ORANGEVILLE",-80.0833,43.9167,2697,"EC","153330"
"6155854","ORONO",-78.6167,43.9667,2709,"EC","153332"
"6155878","OSHAWA WPCP",-78.8333,43.8667,2720,"EC","153337"
"6156227","PALGRAVE",-79.8500,43.9500,2702,"EC","153342"
"6156515","PICKERING AU",-79.0500,43.9000,2711,"EC","153346"
"6156533","PICTON",-77.1333,44.0167,2714,"EC","153349"
"6156670","PORT HOPE",-78.2833,43.9500,2718,"EC","153357"
"6157012","RICHMOND HIL",-79.4500,43.8833,2709,"EC","153360"
"6157831","SMITHFIELD C",-77.6667,44.0833,2709,"EC","153371"
"6158084","STOUFFVILLE",-79.2500,43.9667,2704,"EC","153386"
"6158443","TORONTO DOWN",-79.4833,43.7500,2715,"EC","153411"
"61584J2","TORONTO BROA",-79.3500,43.7167,2719,"EC","153414"
"6158520","TORONTO ELLE",-79.2667,43.7667,2720,"EC","153416"
"6158665","TORONTO ISLA",-79.4000,43.6333,2725,"EC","153429"
"6158738","TORONTO MALV",-79.2333,43.8000,2712,"EC","153440"
"6158740","TORONTO MET",-79.5500,43.8000,2711,"EC","153441"
"6158741","TORONTO METR",-79.1833,43.8167,2716,"EC","153442"
"6158784","TORONTO WEST",-79.1667,43.7667,2720,"EC","153460"
"6159048","TYRONE",-78.7333,44.0167,2704,"EC","153478"
"6159127","VALENS",-80.1333,43.3833,2709,"EC","153484"
"6159575","WOODBRIDGE",-79.6000,43.7833,2707,"EC","153491"
"615N745","OAKVILLE SOU",-79.6333,43.4833,2728,"EC","153505"
"6160465","BANCROFT",-77.8500,45.0500,2691,"EC","153511"
"6163156","HALIBURTON A",-78.5833,45.0000,2681,"EC","153527"
"6164432","LINDSAY FILT",-78.7333,44.3500,2696,"EC","153537"
"6164433","LINDSAY FROS",-78.7333,44.3333,2692,"EC","153538"
"6164615","LORNEVILLE",-78.9500,44.4833,2686,"EC","153540"
"6165195","MINDEN",-78.7167,44.9333,2690,"EC","153541"
"6166428","PETERBOROUGH",-78.4000,44.3167,2692,"EC","153550"
"6166450","PETERBOROUGH",-78.3167,44.2833,2702,"EC","153552"
"6166455","PETERBOROUGH",-78.3000,44.3667,2694,"EC","153554"
"6169453","WEST GUILFOR",-78.6833,45.1000,2677,"EC","153561"
"7010720","BERTHIERVILL",-73.1833,46.0500,2671,"EC","153573"
"7011290","CHAMPLAIN",-72.3333,46.4667,2655,"EC","153576"
"7011309","CHARLESBOURG",-71.2667,46.8667,2655,"EC","153578"
"7011600","CHUTE PANET",-71.8667,46.8667,2653,"EC","153579"
"7011947","COTEAU DU LA",-74.1667,45.3167,2672,"EC","153582"
"7011982","DESCHAMBAULT",-71.9167,46.6667,2656,"EC","153585"
"7012071","DONNACONA 2",-71.7333,46.6833,2655,"EC","153589"
"7012232","DUBERGER",-71.3000,46.8167,2653,"EC","153590"
"7012240","DUCHESNAY",-71.6500,46.8667,2656,"EC","153591"
"7013362","JOLIETTE VIL",-73.4333,46.0167,2663,"EC","153598"
"7014260","LAVALTRIE CD",-73.3167,45.9333,2668,"EC","153606"
"7014290","LES CEDRES",-74.0500,45.3000,2673,"EC","153607"
"7014329","LORETTEVILLE",-71.3667,46.8667,2658,"EC","153610"
"7014332","LOUISEVILLE",-73.0167,46.2667,2660,"EC","153611"
"7014629","MASCOUCHE",-73.6000,45.7500,2675,"EC","153612"
"7015665","NOTRE DAME D",-74.0500,46.2333,2657,"EC","153615"
"7015730","OKA",-74.0667,45.5000,2668,"EC","153616"
"7016470","RIGAUD",-74.3667,45.5000,2668,"EC","153621"
"7016560","RIVIERE A PI",-72.1667,47.0000,2650,"EC","153624"
"7016675","RIVIERE VERT",-71.8333,46.9833,2652,"EC","153625"
"7016800","ST ALBAN",-72.0833,46.7167,2656,"EC","153626"
"7016816","ST ALEXIS DE",-73.1500,46.5333,2662,"EC","153627"
"7016840","STE ANNE DE",-72.2333,46.5833,2656,"EC","153628"
"7016900","ST AUGUSTIN",-71.5000,46.7333,2653,"EC","153629"
"7016902","STE BEATRIX",-73.6000,46.2000,2662,"EC","153630"
"7016906","ST BENOIT",-74.0500,45.5667,2667,"EC","153631"
"7016932","STE CATHERIN",-71.6167,46.8500,2652,"EC","153632"
"7017032","ST CLET NORD",-74.2500,45.3833,2662,"EC","153636"
"7017080","ST COME",-73.7500,46.2833,2662,"EC","153637"
"7017100","ST DONAT",-74.2000,46.3167,2657,"EC","153638"
"7017148","STE ELIZABET",-73.3667,46.0667,2661,"EC","153639"
"7017270","ST GABRIEL D",-73.3833,46.3000,2661,"EC","153642"
"7017380","ST JACQUES",-73.5833,45.9500,2667,"EC","153643"
"7017422","ST JOSEPH DE",-72.6833,46.9167,2656,"EC","153645"
"7017435","ST JUSTIN",-73.1000,46.2667,2660,"EC","153646"
"7017445","ST LAZARE",-74.2000,45.4000,2672,"EC","153647"
"7017555","ST MATHIEU",-72.9333,46.5833,2656,"EC","153649"
"7017585","ST NARCISSE",-72.4333,46.5333,2658,"EC","153650"
"7017657","ST PLACIDE",-74.2000,45.5500,2670,"EC","153652"
"7017757","ST THOMAS DE",-72.8000,46.3667,2658,"EC","153655"
"7017B65","STE FOY MATA",-71.2833,46.7500,2657,"EC","153659"
"7017BFN","STE FOY (PIE",-71.3167,46.7833,2653,"EC","153660"
"7018000","SHAWINIGAN",-72.7500,46.5667,2656,"EC","153661"
"7018564","TROIS RIVIER",-72.6000,46.3667,2660,"EC","153665"
"701A9EC","DALHOUSIE ST",-74.4667,45.3000,2672,"EC","153674"
"701HE63","TROIS RIVIER",-72.6167,46.3833,2660,"EC","153675"
"701LEEH","LAC AUX SABL",-72.4000,46.8667,2652,"EC","153677"
"7020040","ABERCORN",-72.6667,45.0333,149,"EC","153683"
"7020567","BEAUSEJOUR",-71.1667,46.6667,2655,"EC","153690"
"7020570","BECANCOUR",-72.4333,46.3333,2658,"EC","153691"
"7020800","BISHOPTON",-71.5667,45.5833,2675,"EC","153694"
"7020828","BONSECOURS",-72.2667,45.4000,2673,"EC","153697"
"7020840","BROME",-72.5667,45.1833,2682,"EC","153700"
"7020860","BROMPTONVILL",-71.9500,45.4833,2682,"EC","153702"
"7020885","BURY",-71.4833,45.5167,2673,"EC","153707"
"7021840","COATICOOK",-71.8000,45.1500,2681,"EC","153715"
"7022000","DISRAELI",-71.3167,45.9167,2662,"EC","153722"
"7022160","DRUMMONDVILL",-72.4833,45.8833,2673,"EC","153724"
"7022280","EAST ANGUS",-71.6667,45.4833,2678,"EC","153728"
"70222DR","DURHAM SUD",-72.3500,45.6333,2671,"EC","153731"
"7022300","EAST HEREFOR",-71.5000,45.0833,358,"EC","153732"
"7022320","FARNHAM",-72.9000,45.3000,2682,"EC","153734"
"7022375","FLEURY",-73.0000,45.8000,2670,"EC","153737"
"7022494","FORTIERVILLE",-72.0500,46.4833,2656,"EC","153738"
"7022553","FRAMPTON",-70.8333,46.4333,2650,"EC","153739"
"7022596","GARTHBY",-71.3833,45.8333,2668,"EC","153743"
"7022720","GEORGEVILLE",-72.2333,45.1333,2682,"EC","153745"
"7022800","GRANBY",-72.7167,45.3833,2676,"EC","153746"
"7023075","HEMMINGFORD",-73.7167,45.0667,61,"EC","153750"
"7023240","HUNTINGDON",-74.1667,45.0500,2687,"EC","153751"
"7023270","IBERVILLE",-73.2500,45.3333,2681,"EC","153753"
"7023677","LAC MEGANTIC",-70.8667,45.6000,2670,"EC","153763"
"7024000","LAMBTON",-71.0833,45.8333,2671,"EC","153765"
"7024118","LA SALLE",-73.6167,45.4333,2686,"EC","153769"
"7024250","LAURIERVILLE",-71.6667,46.3333,2663,"EC","153770"
"7024254","LAUZON",-71.1000,46.8167,2656,"EC","153771"
"7024440","MAGOG",-72.1167,45.2667,2673,"EC","153779"
"7024615","MANSEAU",-71.9833,46.3333,2662,"EC","153780"
"7024627","MARIEVILLE",-73.1333,45.4000,2680,"EC","153784"
"7024858","MELOCHEVILLE",-73.9500,45.3167,2680,"EC","153788"
"7024878","MERCIER",-73.7833,45.3167,2680,"EC","153789"
"7024920","MILAN",-71.1167,45.5833,2667,"EC","153790"
"7025212","MONT MEGANTI",-71.1500,45.4500,2630,"EC","153792"
"7025257","MONTREAL JAR",-73.5500,45.5667,2678,"EC","153797"
"7025260","MONTREAL JEA",-73.6167,45.5000,2676,"EC","153798"
"7025267","MONTREAL LAF",-73.5667,45.5167,2682,"EC","153799"
"7025280","MONTREAL MCG",-73.5833,45.5000,2680,"EC","153801"
"7025440","NICOLET",-72.6167,46.2000,2661,"EC","153806"
"7025670","NOTRE DAME D",-71.0833,45.4000,2666,"EC","153809"
"7025745","ORMSTOWN",-74.0500,45.1167,2682,"EC","153810"
"7026040","PHILIPSBURG",-73.0833,45.0333,53,"EC","153812"
"7026043","PIERREVILLE",-72.8333,46.0833,2665,"EC","153813"
"7026073","POINTE CLAIR",-73.8000,45.4667,2673,"EC","153815"
"702607F","POINTE DU MO",-73.9167,45.3500,2686,"EC","153816"
"7026612","RIVIERE DES",-73.5000,45.7000,2676,"EC","153822"
"7026700","ROUGEMONT",-73.1000,45.4333,2680,"EC","153823"
"7026734","SABREVOIS",-73.2000,45.2167,2682,"EC","153825"
"7026739","SACRE COEUR",-71.1667,46.1333,2657,"EC","153826"
"7026818","ST AMABLE",-73.3000,45.6667,2675,"EC","153828"
"7026839","STE ANNE DE",-73.9333,45.4333,2676,"EC","153830"
"7026885","ST ANTOINE D",-71.2500,46.1500,2646,"EC","153831"
"7026936","STE CECILE",-70.9333,45.6667,2662,"EC","153836"
"7027040","STE CLOTHILD",-73.6833,45.1667,2686,"EC","153838"
"7027083","ST COME DE L",-70.5167,46.0500,2671,"EC","153839"
"7027085","ST CONSTANT",-73.5833,45.3667,2675,"EC","153840"
"7027088","STE CROIX",-71.7833,46.6167,2650,"EC","153841"
"7027110","STE DOROTHEE",-73.7833,45.5167,2676,"EC","153842"
"7027200","ST EPHREM",-70.9667,46.0667,2662,"EC","153844"
"7027248","ST FERDINAND",-71.5833,46.1000,2662,"EC","153845"
"7027259","ST FLAVIEN",-71.5667,46.4833,2656,"EC","153846"
"7027264","ST FORTUNAT",-71.6000,45.9667,2656,"EC","153848"
"7027267","STE FRANCOIS",-71.9333,46.4833,2656,"EC","153849"
"7027277","ST GEDEON",-70.6167,45.8667,2673,"EC","153850"
"7027280","STE GENEVIEV",-73.8500,45.5000,2671,"EC","153851"
"7027302","ST GUILLAUME",-72.7667,45.8833,2671,"EC","153853"
"7027309","ST HILAIRE D",-70.8667,45.8667,2663,"EC","153856"
"7027320","MONTREAL/ST-",-73.4167,45.5167,2676,"EC","153857"
"7027361","ST HYACINTHE",-72.9167,45.5667,2675,"EC","153860"
"7027391","ST JEAN CHRY",-71.2167,46.7167,2655,"EC","153864"
"7027516","ST LUDGER",-70.6833,45.7500,2671,"EC","153868"
"7027517","STE MADELEIN",-73.1333,45.6167,2677,"EC","153869"
"7027540","STE MARTINE",-73.8500,45.2167,2682,"EC","153871"
"7027560","ST MATHIEU L",-73.5333,45.3500,2676,"EC","153873"
"7027588","ST NAZAIRE",-72.6167,45.7333,2673,"EC","153874"
"7027593","ST ODILON",-70.6500,46.3500,2652,"EC","153875"
"7027660","ST PROSPER",-70.5000,46.2167,2661,"EC","153878"
"7027690","ST REMI",-73.6000,45.2833,2680,"EC","153879"
"7027725","ST SEBASTIEN",-70.9500,45.7667,2666,"EC","153882"
"7027733","ST SEVERIN",-71.0500,46.3333,2648,"EC","153884"
"7027750","ST THEOPHILE",-70.4833,45.9333,2672,"EC","153887"
"7027783","ST WENCESLAS",-72.3333,46.1667,2666,"EC","153890"
"7027785","ST ZACHARIE",-70.3833,46.1167,2650,"EC","153891"
"7027787","ST ZEPHIRIN",-72.5833,46.0667,2662,"EC","153892"
"7027802","SAWYERVILLE",-71.5333,45.3667,2678,"EC","153894"
"7027840","SCOTT",-71.0833,46.5000,2660,"EC","153895"
"7028121","SHERBROOKE",-71.9333,45.3667,2678,"EC","153897"
"7028124","SHERBROOKE A",-71.6833,45.4333,2673,"EC","153898"
"7028280","STANSTEAD",-72.1000,45.0167,320,"EC","153905"
"7028292","SUTTON",-72.6833,45.0667,244,"EC","153907"
"7028295","SUTTON JONCT",-72.6333,45.1500,2682,"EC","153908"
"7028441","THETFORD MIN",-71.3500,46.1000,2656,"EC","153911"
"7028680","VALLEYFIELD",-74.1000,45.2833,2676,"EC","153916"
"7028695","VAL RACINE",-71.0667,45.4833,2672,"EC","153917"
"7028700","VERCHERES",-73.3667,45.7667,2673,"EC","153918"
"7028720","VICTORIAVILL",-71.9667,46.0500,2667,"EC","153919"
"7028890","WARDEN",-72.5000,45.3833,2680,"EC","153921"
"7028906","WEST DITTON",-71.3000,45.4000,2662,"EC","153923"
"702BL09","FABREVILLE",-73.8167,45.5833,2675,"EC","153928"
"702FR30","ST CAMILLE W",-71.7333,45.6667,2671,"EC","153931"
"702G266","ST FRANCOIS",-73.5833,45.6667,2672,"EC","153932"
"7030170","ANGERS",-75.5500,45.5500,2668,"EC","153940"
"7030310","ARUNDEL",-74.6167,45.9500,2672,"EC","153941"
"7030810","BLANCHE",-75.3333,45.7500,2668,"EC","153947"
"7030874","BUCKINGHAM",-75.4167,45.5833,2671,"EC","153948"
"7031017","CAMP TAMARAC",-74.2000,45.8333,2662,"EC","153949"
"7031360","CHELSEA",-75.7833,45.5167,2671,"EC","153951"
"7031375","CHENEVILLE",-75.0833,45.9000,2663,"EC","153952"
"7032370","FERME NEUVE",-75.4500,46.7000,2656,"EC","153954"
"7032440","FORT COULONG",-76.7500,45.8167,2673,"EC","153955"
"7033650","LACHUTE",-74.3333,45.6500,2668,"EC","153961"
"7033700","LAC ST DENIS",-74.3167,45.9333,2656,"EC","153965"
